Smoothness prior,Smoothness prior + constraints ,Sparsity Prior,Forward Backward,Douglas Rachford,PPXA+
0.3048026199782344,0.08131838955721152,0.15511257057034533,0.473945155862524,0.4739581866655413,0.14160316093216585
0.3310697193535507,0.01889816291654624,0.025979287030919104,0.078711366762356,0.07837459636465348,0.04682772761344404
0.26273725068122294,0.06848966439438094,0.0879112016065234,0.46854713376996443,0.4686306044730748,0.04546874060711135
0.26671201392565896,0.24227780619350275,0.21068294792300307,0.7267453119547173,0.7226029821058917,0.20325880639107702
0.48153868485972484,0.1796630011017525,0.1578307714391249,0.565225121822191,0.5627469405094639,0.2362044190738904
0.2905732514383616,0.15075533539854044,0.19138180708350644,0.6241789380760929,0.6235138833026843,0.14146280981688802
0.47239196504462305,0.02616558647768603,0.0342459988286513,0.19269481456120968,0.1927660225557549,0.029223549061431743
0.457816895593479,0.0310565715299768,0.05030333944371828,0.19473812821679973,0.1947784702979212,0.05171991019889367
0.2204276069228248,0.09843628431944663,0.09248037683301401,0.29514730295716196,0.2936782113731162,0.07612621795789797
0.38476061774655346,0.0968340546902571,0.10855418666793047,0.3484208210144834,0.34832749849052785,0.1294693933063043
0.5193279809008763,0.27938656432088244,0.281196268613615,0.8454068696076256,0.8428066676505418,0.26912385881003775
0.49198683242906,0.04640062298050871,0.11068379794022544,0.32712388509841506,0.32705296371886017,0.051133995525654306
0.2518348685517388,0.060048481626625884,0.19263792365903426,0.8509377792252142,0.8511052970981626,0.07780852628328504
0.20268150421275563,0.1216772070047625,0.11643483599105284,0.3650825241340445,0.3627170448651995,0.11650601972566747
0.3484641560918705,0.19618573247912705,0.15567408703552052,0.5879826731502825,0.5833810741631744,0.14527029455080373
0.45365913664773144,0.04747527618562064,0.0590468609407547,0.1776316209919222,0.17692661132934934,0.13582483460875153
0.19150033208927153,0.09240269400328659,0.12898937737822644,0.38364058442667126,0.38278676974896475,0.09701963507269162
0.45233646178381043,0.15267373316377908,0.10555478527872413,0.48073867324028663,0.47608849099223216,0.15631352784488176
0.3151561075738426,0.10075656282638216,0.0723280356730097,0.3045248223023365,0.30110900157529147,0.049587866819127434
0.2679409390940143,0.09035794433955953,0.1076954913507682,0.5318399907450472,0.531751430943225,0.07708921977956448
0.13076973790898586,0.05042043527921444,0.04676726078842635,0.23121035038379037,0.23104739168484023,0.043843876175531045
0.3040345496706874,0.09374165416177593,0.06677113098044543,0.28949318734803925,0.286450828811981,0.07551654870430846
0.4617404671470892,0.19932575000347263,0.1412892116880615,0.5979109659373222,0.5950919524738202,0.16250795927612802
0.40093145903906496,0.22678212129998482,0.41097626352024635,1.2343477712801019,1.2324388162008337,0.4419233493208243
0.4488370587773102,0.08914470075455402,0.07568874484274013,0.2721935718910092,0.2710963146102715,0.0765048076495137
0.22309778850224296,0.02261481328628034,0.09801955243166399,0.2990085648236451,0.2997936847214893,0.18869926998306172
0.4477064207186289,0.25724276128219287,0.23681964571935157,0.7716047749239362,0.767014226898153,0.23769090259963482
0.482262721591855,0.07973479447262816,0.1537064805158322,0.4299004810565387,0.42931001988928985,0.1132328469232788
0.16132067741817482,0.03447596649876592,0.10322179429689972,0.3023774606935624,0.3025308992857876,0.048497663021713544
0.4644957309544355,0.015071090444767156,0.03385828920429024,0.09090013620514391,0.09074790925393958,0.03026017911638956
0.21209261023042297,0.07380920790785993,0.09096111857089675,0.254319331981387,0.25361783457664916,0.08045805310881908
0.2237410914129357,0.04930942152095728,0.08023055403675494,0.2369679794869296,0.23682156549239455,0.16551703186865188
0.15582540597167632,0.09136250695859618,0.09020691300119574,0.2741129752931959,0.2729085619848179,0.07963650405455938
0.17248539389396514,0.09874970236655732,0.0971309220465181,0.2961087585549864,0.2951068916535997,0.09643816523787327
0.159264094416601,0.07162463273053774,0.06886852974939262,0.21479552131801385,0.21342685263785735,0.06805601519057215
0.18633604163545808,0.11153842268020073,0.1118099001569728,0.3345184297087166,0.3332115348526009,0.08035034097953084
0.21952709919152422,0.0955526228753029,0.09415983907786675,0.29274342971948847,0.2909793973431946,0.07788641338304331
0.16513848526893923,0.09589107487548716,0.09597927772766911,0.28762358548242467,0.28663746786218,0.104872084751409
0.4629689662992662,0.2784838138600183,0.26778752329002503,1.0704806861586196,1.068334831587024,0.26179103183373614
0.17024534192058904,0.0920667593845291,0.08048863425809394,0.27622081462650816,0.2742165033012065,0.0592803659434474
0.45550880964823476,0.0370130563638873,0.02972419487986998,0.1201397507053013,0.11907055615496093,0.08380607662079692
0.34640169442753826,0.11888066354978305,0.09375861612661776,0.37272283360650266,0.3717055255158305,0.08250820643533834
0.3816616524736943,0.06245567033248909,0.048408129101792666,0.18730099186322013,0.18579879058449195,0.013163755393716866
0.4729747032846495,0.24458343685734193,0.28369049636904553,1.079496520649224,1.0782590783925396,0.23124267628630685
0.4474932979162264,0.08858373669037804,0.07709095169776066,0.2725267209901848,0.27128332449705417,0.0735239946671236
0.1772492738957862,0.11124717942025232,0.11132472897105494,0.3337124672591697,0.3321705395524011,0.1113084268310136
0.45710916319752043,0.17710586606161582,0.11356561114820221,0.5313243299696088,0.5295924653427997,0.1465605888858308
0.47894154545662093,0.21513461439159542,0.13520230475318978,0.6485695505440497,0.6468706785011037,0.2372567930979645
0.4625924955559549,0.2724274818635963,0.27926833564447207,0.9520247119315554,0.948992087255644,0.3392790968984277
0.3515434400474581,0.1916539599342288,0.2491795685296385,0.7518085524917207,0.7502235541588397,0.2887801854886493
0.19736195675998766,0.015148542402487556,0.05531855746843217,0.16416684688838393,0.16471870604303596,0.1207312375598579
0.323156045870689,0.03165939048878505,0.03046815521773716,0.11283262281953549,0.11188381068752623,0.04850094317671762
0.45262392255235595,0.09318933184788006,0.10969300157421545,0.34655742236212417,0.3452962014835182,0.17656586238897531
0.46330261231373265,0.12744902474317482,0.1252184103950302,0.38198697332064574,0.3805838595910346,0.13696671366444355
0.4052650251071737,0.05865405486869157,0.11125454780828511,0.33846557051747156,0.33890162939407953,0.14447206680302777
0.4727180762432379,0.31357428733815457,0.3881733037857516,1.3373998840561672,1.3315890053554436,0.369628934384925
0.2786106168076079,0.20792745958051126,0.18436049654259004,0.623667762739988,0.6208266216556739,0.19835132942319966
0.46396369964754697,0.15407603670863987,0.11626874581687854,0.49653177516928526,0.4949165207942536,0.1720317306337295
0.21845339410357997,0.09478574493175979,0.10931688747470429,0.335217525594348,0.3341345646631895,0.1383307026799945
0.18831570542920498,0.05330334522624331,0.06233694562669525,0.18434909546374242,0.1840204730948657,0.127525361189255
